TIGRFAM,ROLE_ID,SubRole,MainRole
TIGR01201,170,Chromosome-associated proteins,DNA metabolism
TIGR01202,191,Chlorophyll and bacteriochlorphyll,"Biosynthesis of cofactors, prosthetic groups, and carriers"
TIGR01203,127,Salvage of nucleosides and nucleotides,"Purines, pyrimidines, nucleosides, and nucleotides"
TIGR01204,77,Biotin,"Biosynthesis of cofactors, prosthetic groups, and carriers"
TIGR01205,89,Biosynthesis and degradation of murein sacculus and peptidoglycan,Cell envelope
TIGR01206,71,Aspartate family,Amino acid biosynthesis
TIGR01207,90,Biosynthesis and degradation of surface polysaccharides and lipopolysaccharides,Cell envelope
TIGR01209,166,RNA processing,Transcription
TIGR01210,156,Conserved,Hypothetical proteins
TIGR01211,135,DNA-dependent RNA polymerase,Transcription
TIGR01212,703,Enzymes of unknown specificity,Unknown function
TIGR01213,156,Conserved,Hypothetical proteins
TIGR01214,90,Biosynthesis and degradation of surface polysaccharides and lipopolysaccharides,Cell envelope
TIGR01215,93,Cell division,Cellular processes
TIGR01216,111,ATP-proton motive force interconversion,Energy metabolism
TIGR01217,102,Other,Central intermediary metabolism
TIGR01219,102,Other,Central intermediary metabolism
TIGR01220,102,Other,Central intermediary metabolism
TIGR01221,90,Biosynthesis and degradation of surface polysaccharides and lipopolysaccharides,Cell envelope
TIGR01222,93,Cell division,Cellular processes
TIGR01223,102,Other,Central intermediary metabolism
TIGR01224,109,Amino acids and amines,Energy metabolism
TIGR01225,109,Amino acids and amines,Energy metabolism
TIGR01227,109,Amino acids and amines,Energy metabolism
TIGR01228,109,Amino acids and amines,Energy metabolism
TIGR01231,105,Biosynthesis and degradation of polysaccharides,Energy metabolism
TIGR01232,105,Biosynthesis and degradation of polysaccharides,Energy metabolism
TIGR01233,105,Biosynthesis and degradation of polysaccharides,Energy metabolism
TIGR01234,119,Sugars,Energy metabolism
TIGR01235,116,Glycolysis/gluconeogenesis,Energy metabolism
TIGR01236,109,Amino acids and amines,Energy metabolism
TIGR01237,109,Amino acids and amines,Energy metabolism
TIGR01238,109,Amino acids and amines,Energy metabolism
TIGR01239,119,Sugars,Energy metabolism
TIGR01240,102,Other,Central intermediary metabolism
TIGR01241,93,Cell division,Cellular processes
TIGR01241,138,"Degradation of proteins, peptides, and glycopeptides",Protein fate
TIGR01244,156,Conserved,Hypothetical proteins
TIGR01245,70,Aromatic amino acid family,Amino acid biosynthesis
TIGR01246,71,Aspartate family,Amino acid biosynthesis
TIGR01247,147,Other,Transport and binding proteins
TIGR01248,185,Role category not yet assigned,Unclassified
TIGR01251,125,Purine ribonucleotide biosynthesis,"Purines, pyrimidines, nucleosides, and nucleotides"
TIGR01252,114,Fermentation,Energy metabolism
TIGR01253,147,Other,Transport and binding proteins
TIGR01254,147,Other,Transport and binding proteins
TIGR01255,114,Fermentation,Energy metabolism
TIGR01256,143,Anions,Transport and binding proteins
TIGR01257,147,Other,Transport and binding proteins
TIGR01259,98,DNA transformation,Cellular processes
TIGR01260,111,ATP-proton motive force interconversion,Energy metabolism
TIGR01261,161,Histidine family,Amino acid biosynthesis
TIGR01262,109,Amino acids and amines,Energy metabolism
TIGR01263,109,Amino acids and amines,Energy metabolism
TIGR01264,109,Amino acids and amines,Energy metabolism
TIGR01266,109,Amino acids and amines,Energy metabolism
TIGR01267,109,Amino acids and amines,Energy metabolism
TIGR01270,109,Amino acids and amines,Energy metabolism
TIGR01271,143,Anions,Transport and binding proteins
TIGR01272,144,"Carbohydrates, organic alcohols, and acids",Transport and binding proteins
TIGR01273,104,Polyamine biosynthesis,Central intermediary metabolism
TIGR01274,102,Other,Central intermediary metabolism
TIGR01276,147,Other,Transport and binding proteins
TIGR01277,147,Other,Transport and binding proteins
TIGR01278,191,Chlorophyll and bacteriochlorphyll,"Biosynthesis of cofactors, prosthetic groups, and carriers"
TIGR01279,191,Chlorophyll and bacteriochlorphyll,"Biosynthesis of cofactors, prosthetic groups, and carriers"
TIGR01280,131,Degradation of DNA,DNA metabolism
TIGR01281,191,Chlorophyll and bacteriochlorphyll,"Biosynthesis of cofactors, prosthetic groups, and carriers"
TIGR01282,179,Nitrogen fixation,Central intermediary metabolism
TIGR01283,76,Other,"Biosynthesis of cofactors, prosthetic groups, and carriers"
TIGR01283,179,Nitrogen fixation,Central intermediary metabolism
TIGR01284,179,Nitrogen fixation,Central intermediary metabolism
TIGR01285,76,Other,"Biosynthesis of cofactors, prosthetic groups, and carriers"
TIGR01285,179,Nitrogen fixation,Central intermediary metabolism
TIGR01286,179,Nitrogen fixation,Central intermediary metabolism
TIGR01287,179,Nitrogen fixation,Central intermediary metabolism
TIGR01288,92,Other,Cellular processes
TIGR01288,147,Other,Transport and binding proteins
TIGR01289,191,Chlorophyll and bacteriochlorphyll,"Biosynthesis of cofactors, prosthetic groups, and carriers"
TIGR01290,76,Other,"Biosynthesis of cofactors, prosthetic groups, and carriers"
TIGR01290,179,Nitrogen fixation,Central intermediary metabolism
TIGR01291,92,Other,Cellular processes
TIGR01291,147,Other,Transport and binding proteins
TIGR01292,112,Electron transport,Energy metabolism
TIGR01296,71,Aspartate family,Amino acid biosynthesis
TIGR01297,145,Cations and iron carrying compounds,Transport and binding proteins
TIGR01298,166,RNA processing,Transcription
TIGR01300,145,Cations and iron carrying compounds,Transport and binding proteins
TIGR01302,125,Purine ribonucleotide biosynthesis,"Purines, pyrimidines, nucleosides, and nucleotides"
TIGR01303,157,General,Unknown function
TIGR01304,157,General,Unknown function
TIGR01305,124,Nucleotide and nucleoside interconversions,"Purines, pyrimidines, nucleosides, and nucleotides"
TIGR01306,124,Nucleotide and nucleoside interconversions,"Purines, pyrimidines, nucleosides, and nucleotides"
TIGR01307,116,Glycolysis/gluconeogenesis,Energy metabolism
TIGR01308,158,Ribosomal proteins: synthesis and modification,Protein synthesis
TIGR01309,158,Ribosomal proteins: synthesis and modification,Protein synthesis
TIGR01311,184,Other,Energy metabolism
TIGR01312,119,Sugars,Energy metabolism
TIGR01314,119,Sugars,Energy metabolism
TIGR01316,73,Glutamate family,Amino acid biosynthesis
TIGR01320,120,TCA cycle,Energy metabolism
TIGR01321,70,Aromatic amino acid family,Amino acid biosynthesis
TIGR01321,261,DNA interactions,Regulatory functions
TIGR01322,105,Biosynthesis and degradation of polysaccharides,Energy metabolism
TIGR01323,109,Amino acids and amines,Energy metabolism
TIGR01324,71,Aspartate family,Amino acid biosynthesis
TIGR01325,71,Aspartate family,Amino acid biosynthesis
TIGR01326,71,Aspartate family,Amino acid biosynthesis
TIGR01326,75,Serine family,Amino acid biosynthesis
TIGR01327,75,Serine family,Amino acid biosynthesis
TIGR01328,109,Amino acids and amines,Energy metabolism
TIGR01331,106,Sulfur metabolism,Central intermediary metabolism
TIGR01332,164,Photosynthesis,Energy metabolism
TIGR01333,164,Photosynthesis,Energy metabolism
TIGR01334,157,General,Unknown function
TIGR01335,164,Photosynthesis,Energy metabolism
TIGR01336,164,Photosynthesis,Energy metabolism
TIGR01337,164,Photosynthesis,Energy metabolism
TIGR01338,164,Photosynthesis,Energy metabolism
TIGR01339,164,Photosynthesis,Energy metabolism
TIGR01340,120,TCA cycle,Energy metabolism
TIGR01341,120,TCA cycle,Energy metabolism
TIGR01342,120,TCA cycle,Energy metabolism
TIGR01344,120,TCA cycle,Energy metabolism
TIGR01345,120,TCA cycle,Energy metabolism
TIGR01346,120,TCA cycle,Energy metabolism
TIGR01347,120,TCA cycle,Energy metabolism
TIGR01348,118,Pyruvate dehydrogenase,Energy metabolism
TIGR01349,118,Pyruvate dehydrogenase,Energy metabolism
TIGR01351,124,Nucleotide and nucleoside interconversions,"Purines, pyrimidines, nucleosides, and nucleotides"
TIGR01352,145,Cations and iron carrying compounds,Transport and binding proteins
TIGR01353,124,Nucleotide and nucleoside interconversions,"Purines, pyrimidines, nucleosides, and nucleotides"
TIGR01354,127,Salvage of nucleosides and nucleotides,"Purines, pyrimidines, nucleosides, and nucleotides"
TIGR01355,127,Salvage of nucleosides and nucleotides,"Purines, pyrimidines, nucleosides, and nucleotides"
TIGR01356,70,Aromatic amino acid family,Amino acid biosynthesis
TIGR01357,70,Aromatic amino acid family,Amino acid biosynthesis
TIGR01358,70,Aromatic amino acid family,Amino acid biosynthesis
TIGR01361,70,Aromatic amino acid family,Amino acid biosynthesis
TIGR01362,90,Biosynthesis and degradation of surface polysaccharides and lipopolysaccharides,Cell envelope
TIGR01363,187,Pathogenesis,Cellular processes
TIGR01364,75,Serine family,Amino acid biosynthesis
TIGR01365,75,Serine family,Amino acid biosynthesis
TIGR01366,75,Serine family,Amino acid biosynthesis
TIGR01367,126,Pyrimidine ribonucleotide biosynthesis,"Purines, pyrimidines, nucleosides, and nucleotides"
TIGR01368,126,Pyrimidine ribonucleotide biosynthesis,"Purines, pyrimidines, nucleosides, and nucleotides"
TIGR01369,126,Pyrimidine ribonucleotide biosynthesis,"Purines, pyrimidines, nucleosides, and nucleotides"
TIGR01370,157,General,Unknown function
TIGR01371,71,Aspartate family,Amino acid biosynthesis
TIGR01372,109,Amino acids and amines,Energy metabolism
TIGR01373,109,Amino acids and amines,Energy metabolism
TIGR01374,109,Amino acids and amines,Energy metabolism
TIGR01375,109,Amino acids and amines,Energy metabolism
TIGR01377,109,Amino acids and amines,Energy metabolism
TIGR01378,162,Thiamine,"Biosynthesis of cofactors, prosthetic groups, and carriers"
TIGR01379,162,Thiamine,"Biosynthesis of cofactors, prosthetic groups, and carriers"
TIGR01380,86,Glutathione and analogs,"Biosynthesis of cofactors, prosthetic groups, and carriers"
TIGR01382,138,"Degradation of proteins, peptides, and glycopeptides",Protein fate
TIGR01383,157,General,Unknown function
TIGR01384,165,Transcription factors,Transcription
TIGR01387,261,DNA interactions,Regulatory functions
TIGR01388,166,RNA processing,Transcription
TIGR01389,132,"DNA replication, recombination, and repair",DNA metabolism
TIGR01390,122,Other,"Purines, pyrimidines, nucleosides, and nucleotides"
TIGR01391,132,"DNA replication, recombination, and repair",DNA metabolism
TIGR01392,71,Aspartate family,Amino acid biosynthesis
TIGR01393,157,General,Unknown function
TIGR01394,129,Other,Regulatory functions
TIGR01394,149,Adaptations to atypical conditions,Cellular processes
TIGR01394,169,Translation factors,Protein synthesis
TIGR01395,188,Chemotaxis and motility,Cellular processes
TIGR01396,188,Chemotaxis and motility,Cellular processes
TIGR01397,188,Chemotaxis and motility,Cellular processes
TIGR01398,188,Chemotaxis and motility,Cellular processes
TIGR01399,97,Protein and peptide secretion and trafficking,Protein fate
TIGR01399,187,Pathogenesis,Cellular processes
TIGR01400,188,Chemotaxis and motility,Cellular processes
TIGR01401,97,Protein and peptide secretion and trafficking,Protein fate
TIGR01401,187,Pathogenesis,Cellular processes
TIGR01402,188,Chemotaxis and motility,Cellular processes
TIGR01403,97,Protein and peptide secretion and trafficking,Protein fate
TIGR01403,187,Pathogenesis,Cellular processes
TIGR01404,97,Protein and peptide secretion and trafficking,Protein fate
TIGR01404,187,Pathogenesis,Cellular processes
TIGR01405,132,"DNA replication, recombination, and repair",DNA metabolism
TIGR01406,132,"DNA replication, recombination, and repair",DNA metabolism
TIGR01407,132,"DNA replication, recombination, and repair",DNA metabolism
TIGR01409,97,Protein and peptide secretion and trafficking,Protein fate
TIGR01410,97,Protein and peptide secretion and trafficking,Protein fate
TIGR01411,97,Protein and peptide secretion and trafficking,Protein fate
TIGR01414,97,Protein and peptide secretion and trafficking,Protein fate
TIGR01414,187,Pathogenesis,Cellular processes
TIGR01415,703,Enzymes of unknown specificity,Unknown function
TIGR01416,112,Electron transport,Energy metabolism
TIGR01418,116,Glycolysis/gluconeogenesis,Energy metabolism
TIGR01419,700,PTS,Signal transduction
TIGR01420,91,Surface structures,Cell envelope
TIGR01420,188,Chemotaxis and motility,Cellular processes
TIGR01421,112,Electron transport,Energy metabolism
TIGR01422,102,Other,Central intermediary metabolism
TIGR01424,112,Electron transport,Energy metabolism
TIGR01426,94,Toxin production and resistance,Cellular processes
TIGR01432,112,Electron transport,Energy metabolism
TIGR01433,112,Electron transport,Energy metabolism
TIGR01434,86,Glutathione and analogs,"Biosynthesis of cofactors, prosthetic groups, and carriers"
TIGR01435,86,Glutathione and analogs,"Biosynthesis of cofactors, prosthetic groups, and carriers"
TIGR01436,86,Glutathione and analogs,"Biosynthesis of cofactors, prosthetic groups, and carriers"
TIGR01437,703,Enzymes of unknown specificity,Unknown function
TIGR01439,261,DNA interactions,Regulatory functions
TIGR01440,156,Conserved,Hypothetical proteins
TIGR01441,138,"Degradation of proteins, peptides, and glycopeptides",Protein fate
TIGR01441,705,Sporulation and germination,Cellular processes
TIGR01442,705,Sporulation and germination,Cellular processes
TIGR01446,132,"DNA replication, recombination, and repair",DNA metabolism
TIGR01446,152,Prophage functions,Mobile and extrachromosomal element functions
TIGR01447,132,"DNA replication, recombination, and repair",DNA metabolism
TIGR01448,703,Enzymes of unknown specificity,Unknown function
TIGR01449,119,Sugars,Energy metabolism
TIGR01450,132,"DNA replication, recombination, and repair",DNA metabolism
TIGR01455,89,Biosynthesis and degradation of murein sacculus and peptidoglycan,Cell envelope
