Species,Healthy_Median,Healthy_Distribution,CRC_Median,CRC_Distribution,Test,Test_Statistic,P_Value,Correction_Performed,Corrected_Pvalue,Reject
Cardiobacterium_hominis,-3.2241424755815675,Not Normally Distributed,-3.5697487626675315,Normally Distributed,Mann-Whitney U Test,8593.0,0.00014036006641559112,fdr_bh,0.0011365545635550933,True
Plesiomonas_shigelloides,-3.2375871806589256,Not Normally Distributed,-3.5697487626675315,Normally Distributed,Mann-Whitney U Test,8479.0,0.00032915058957289577,fdr_bh,0.001153237082889381,True
Facklamia_languida,-3.148709586153581,Not Normally Distributed,-3.4661029791993716,Not Normally Distributed,Mann-Whitney U Test,8481.0,0.00032438934581458103,fdr_bh,0.001153237082889381,True
Lachnospiraceae_bacterium,-3.2375871806589256,Not Normally Distributed,-3.5697487626675315,Normally Distributed,Mann-Whitney U Test,8481.0,0.00032438934581458103,fdr_bh,0.001153237082889381,True
Millionella_massiliensis,-3.218140623353655,Not Normally Distributed,-3.538902065932767,Not Normally Distributed,Mann-Whitney U Test,8480.0,0.0003267618518640539,fdr_bh,0.001153237082889381,True
Mycolicibacterium_malmesburyense,-3.252320373275312,Not Normally Distributed,-3.5697487626675315,Normally Distributed,Mann-Whitney U Test,8478.0,0.000331555661330697,fdr_bh,0.001153237082889381,True
Lelliottia_nimipressuralis,-3.1192790774670414,Not Normally Distributed,-3.4034055690547618,Not Normally Distributed,Mann-Whitney U Test,8480.0,0.0003267618518640539,fdr_bh,0.001153237082889381,True
Lautropia_mirabilis,-3.195711151078882,Not Normally Distributed,-3.5097047834403927,Not Normally Distributed,Mann-Whitney U Test,8478.0,0.000331555661330697,fdr_bh,0.001153237082889381,True
Anaerocolumna_xylanovorans,-3.2375871806589256,Not Normally Distributed,-3.5697487626675315,Normally Distributed,Mann-Whitney U Test,8481.0,0.00032438934581458103,fdr_bh,0.001153237082889381,True
Clostridium_cochlearium,-3.2439765579529656,Not Normally Distributed,-3.5697487626675315,Normally Distributed,Mann-Whitney U Test,8479.0,0.00032915058957289577,fdr_bh,0.001153237082889381,True
Streptococcus_ratti,-3.2375871806589256,Not Normally Distributed,-3.5697487626675315,Normally Distributed,Mann-Whitney U Test,8479.0,0.00032915058957289577,fdr_bh,0.001153237082889381,True
Clostridium_sphenoides,-3.1743244289312784,Not Normally Distributed,-3.4661029791993716,Not Normally Distributed,Mann-Whitney U Test,8478.0,0.000331555661330697,fdr_bh,0.001153237082889381,True
Xenorhabdus_bovienii,-3.2375871806589256,Not Normally Distributed,-3.5697487626675315,Normally Distributed,Mann-Whitney U Test,8479.0,0.00032915058957289577,fdr_bh,0.001153237082889381,True
Enterococcus_canis,-3.2375871806589256,Not Normally Distributed,-3.5697487626675315,Normally Distributed,Mann-Whitney U Test,8479.0,0.00032915058957289577,fdr_bh,0.001153237082889381,True
Succinivibrio_dextrinosolvens,-3.2188942248307075,Not Normally Distributed,-3.5697487626675315,Not Normally Distributed,Mann-Whitney U Test,8482.0,0.00032203296961412904,fdr_bh,0.001153237082889381,True
Capnocytophaga_ochracea,-3.252320373275312,Not Normally Distributed,-3.5697487626675315,Normally Distributed,Mann-Whitney U Test,8466.0,0.0003617286512723955,fdr_bh,0.0011545035177445361,True
Acinetobacter_lwoffii,-3.252320373275312,Not Normally Distributed,-3.5697487626675315,Normally Distributed,Mann-Whitney U Test,8469.0,0.00035395352405325435,fdr_bh,0.0011545035177445361,True
Carnobacterium_divergens,-3.252320373275312,Not Normally Distributed,-3.5697487626675315,Normally Distributed,Mann-Whitney U Test,8462.0,0.0003723440798287383,fdr_bh,0.0011545035177445361,True
Carnobacterium_maltaromaticum,-3.252320373275312,Not Normally Distributed,-3.5697487626675315,Normally Distributed,Mann-Whitney U Test,8462.0,0.0003723440798287383,fdr_bh,0.0011545035177445361,True
Lawsonia_intracellularis,-3.2188942248307075,Not Normally Distributed,-3.538902065932767,Not Normally Distributed,Mann-Whitney U Test,8461.0,0.00037504307130689575,fdr_bh,0.0011545035177445361,True
Oligella_ureolytica,-3.252320373275312,Not Normally Distributed,-3.5697487626675315,Normally Distributed,Mann-Whitney U Test,8460.0,0.0003777603422031754,fdr_bh,0.0011545035177445361,True
Streptococcus_pluranimalium,-3.2158430695976,Not Normally Distributed,-3.5097047834403927,Not Normally Distributed,Mann-Whitney U Test,8467.0,0.00035911936976686196,fdr_bh,0.0011545035177445361,True
Thermotalea_metallivorans,-3.252320373275312,Not Normally Distributed,-3.5697487626675315,Normally Distributed,Mann-Whitney U Test,8468.0,0.00035652769721587904,fdr_bh,0.0011545035177445361,True
Pseudomonas_citronellolis,-3.252320373275312,Not Normally Distributed,-3.5697487626675315,Normally Distributed,Mann-Whitney U Test,8473.0,0.0003438296553973391,fdr_bh,0.0011545035177445361,True
Citrobacter_sp_92,-3.211477340154312,Not Normally Distributed,-3.538902065932767,Not Normally Distributed,Mann-Whitney U Test,8468.0,0.00035652769721587904,fdr_bh,0.0011545035177445361,True
Acinetobacter_sp_WCHA55,-3.252320373275312,Not Normally Distributed,-3.5697487626675315,Normally Distributed,Mann-Whitney U Test,8469.0,0.00035395352405325435,fdr_bh,0.0011545035177445361,True
Enterobacter_sp_Crenshaw,-3.095785251947289,Not Normally Distributed,-3.387593942714151,Not Normally Distributed,Mann-Whitney U Test,8464.0,0.00036700048250085684,fdr_bh,0.0011545035177445361,True
Anaerovibrio_lipolyticus,-3.218692010395868,Not Normally Distributed,-3.538902065932767,Not Normally Distributed,Mann-Whitney U Test,8474.0,0.0003413413570769801,fdr_bh,0.0011545035177445361,True
Pseudodesulfovibrio_profundus,-3.252320373275312,Not Normally Distributed,-3.5697487626675315,Normally Distributed,Mann-Whitney U Test,8471.0,0.0003488572406963685,fdr_bh,0.0011545035177445361,True
Kluyvera_cryocrescens,-3.095785251947289,Not Normally Distributed,-3.387593942714151,Not Normally Distributed,Mann-Whitney U Test,8463.0,0.0003696632544541452,fdr_bh,0.0011545035177445361,True
Streptococcus_lutetiensis,-3.0787114530780624,Not Normally Distributed,-3.431287726967044,Not Normally Distributed,Mann-Whitney U Test,8466.0,0.0003617286512723955,fdr_bh,0.0011545035177445361,True
Helicobacter_trogontum,-3.252320373275312,Not Normally Distributed,-3.5697487626675315,Normally Distributed,Mann-Whitney U Test,8460.0,0.0003777603422031754,fdr_bh,0.0011545035177445361,True
Helicobacter_typhlonius,-3.252320373275312,Not Normally Distributed,-3.5697487626675315,Normally Distributed,Mann-Whitney U Test,8476.0,0.00033641521946490074,fdr_bh,0.0011545035177445361,True
Empedobacter_brevis,-3.252320373275312,Not Normally Distributed,-3.5697487626675315,Normally Distributed,Mann-Whitney U Test,8471.0,0.0003488572406963685,fdr_bh,0.0011545035177445361,True
Paracoccus_alkenifer,-3.252320373275312,Not Normally Distributed,-3.5697487626675315,Normally Distributed,Mann-Whitney U Test,8469.0,0.00035395352405325435,fdr_bh,0.0011545035177445361,True
Beduini_massiliensis,-3.252320373275312,Not Normally Distributed,-3.5697487626675315,Normally Distributed,Mann-Whitney U Test,8476.0,0.00033641521946490074,fdr_bh,0.0011545035177445361,True
Aerococcus_christensenii,-3.252320373275312,Not Normally Distributed,-3.5697487626675315,Normally Distributed,Mann-Whitney U Test,8460.0,0.0003777603422031754,fdr_bh,0.0011545035177445361,True
Bavariicoccus_seileri,-3.252320373275312,Not Normally Distributed,-3.5697487626675315,Normally Distributed,Mann-Whitney U Test,8471.0,0.0003488572406963685,fdr_bh,0.0011545035177445361,True
Pediococcus_acidilactici,-3.252320373275312,Not Normally Distributed,-3.5697487626675315,Normally Distributed,Mann-Whitney U Test,8465.0,0.0003643556519158674,fdr_bh,0.0011545035177445361,True
Peptostreptococcus_russellii,-3.252320373275312,Not Normally Distributed,-3.5697487626675315,Normally Distributed,Mann-Whitney U Test,8460.0,0.0003777603422031754,fdr_bh,0.0011545035177445361,True
Chryseobacterium_molle,-3.252320373275312,Not Normally Distributed,-3.5697487626675315,Normally Distributed,Mann-Whitney U Test,8467.0,0.00035911936976686196,fdr_bh,0.0011545035177445361,True
Cetobacterium_ceti,-3.252320373275312,Not Normally Distributed,-3.5697487626675315,Normally Distributed,Mann-Whitney U Test,8462.0,0.0003723440798287383,fdr_bh,0.0011545035177445361,True
Bacillus_cereus,-3.252320373275312,Not Normally Distributed,-3.5697487626675315,Normally Distributed,Mann-Whitney U Test,8471.0,0.0003488572406963685,fdr_bh,0.0011545035177445361,True
Lawsonella_clevelandensis,-3.1904496083845473,Not Normally Distributed,-3.486803954025678,Not Normally Distributed,Mann-Whitney U Test,8474.0,0.0003413413570769801,fdr_bh,0.0011545035177445361,True
Oceanibaculum_pacificum,-3.2188942248307075,Not Normally Distributed,-3.538902065932767,Not Normally Distributed,Mann-Whitney U Test,8464.0,0.00036700048250085684,fdr_bh,0.0011545035177445361,True
Campylobacter_upsaliensis,-3.252320373275312,Not Normally Distributed,-3.5697487626675315,Normally Distributed,Mann-Whitney U Test,8461.0,0.00037504307130689575,fdr_bh,0.0011545035177445361,True
Mycoplasma_opalescens,-3.252320373275312,Not Normally Distributed,-3.5697487626675315,Normally Distributed,Mann-Whitney U Test,8471.0,0.0003488572406963685,fdr_bh,0.0011545035177445361,True
Lactobacillus_oryzae,-3.252320373275312,Not Normally Distributed,-3.5697487626675315,Normally Distributed,Mann-Whitney U Test,8472.0,0.0003463349144288705,fdr_bh,0.0011545035177445361,True
Corynebacterium_singulare,-3.252320373275312,Not Normally Distributed,-3.5697487626675315,Normally Distributed,Mann-Whitney U Test,8471.0,0.0003488572406963685,fdr_bh,0.0011545035177445361,True
Amphibacillus_jilinensis,-3.252320373275312,Not Normally Distributed,-3.5697487626675315,Normally Distributed,Mann-Whitney U Test,8471.0,0.0003488572406963685,fdr_bh,0.0011545035177445361,True
Lactobacillus_kefiranofaciens,-3.252320373275312,Not Normally Distributed,-3.5697487626675315,Normally Distributed,Mann-Whitney U Test,8472.0,0.0003463349144288705,fdr_bh,0.0011545035177445361,True
Facklamia_ignava,-3.252320373275312,Not Normally Distributed,-3.5697487626675315,Normally Distributed,Mann-Whitney U Test,8460.0,0.0003777603422031754,fdr_bh,0.0011545035177445361,True
Lactobacillus_ingluviei,-3.252320373275312,Not Normally Distributed,-3.5697487626675315,Normally Distributed,Mann-Whitney U Test,8460.0,0.0003777603422031754,fdr_bh,0.0011545035177445361,True
Lactobacillus_helveticus,-3.2188942248307075,Not Normally Distributed,-3.538902065932767,Not Normally Distributed,Mann-Whitney U Test,8464.0,0.00036700048250085684,fdr_bh,0.0011545035177445361,True
Escherichia_marmotae,-3.179734872977388,Not Normally Distributed,-3.5097047834403927,Not Normally Distributed,Mann-Whitney U Test,8461.0,0.00037504307130689575,fdr_bh,0.0011545035177445361,True
Clostridium_sp_BNL1100,-3.252320373275312,Not Normally Distributed,-3.5697487626675315,Normally Distributed,Mann-Whitney U Test,8461.0,0.00037504307130689575,fdr_bh,0.0011545035177445361,True
Acinetobacter_johnsonii,-3.252320373275312,Not Normally Distributed,-3.5697487626675315,Normally Distributed,Mann-Whitney U Test,8469.0,0.00035395352405325435,fdr_bh,0.0011545035177445361,True
Fermentimonas_caenicola,-3.2093114107235152,Not Normally Distributed,-3.538902065932767,Not Normally Distributed,Mann-Whitney U Test,8466.0,0.0003617286512723955,fdr_bh,0.0011545035177445361,True
Erysipelothrix_rhusiopathiae,-3.252320373275312,Not Normally Distributed,-3.5697487626675315,Normally Distributed,Mann-Whitney U Test,8460.0,0.0003777603422031754,fdr_bh,0.0011545035177445361,True
Riemerella_columbina,-3.2241424755815675,Not Normally Distributed,-3.5697487626675315,Not Normally Distributed,Mann-Whitney U Test,8466.0,0.0003617286512723955,fdr_bh,0.0011545035177445361,True
Staphylococcus_pasteuri,-3.252320373275312,Not Normally Distributed,-3.5697487626675315,Normally Distributed,Mann-Whitney U Test,8462.0,0.0003723440798287383,fdr_bh,0.0011545035177445361,True
Flavobacterium_fontis,-3.252320373275312,Not Normally Distributed,-3.5697487626675315,Normally Distributed,Mann-Whitney U Test,8467.0,0.00035911936976686196,fdr_bh,0.0011545035177445361,True
Cloacibacterium_normanense,-3.252320373275312,Not Normally Distributed,-3.5697487626675315,Normally Distributed,Mann-Whitney U Test,8476.0,0.00033641521946490074,fdr_bh,0.0011545035177445361,True
Treponema_vincentii,-3.2241424755815675,Not Normally Distributed,-3.538902065932767,Not Normally Distributed,Mann-Whitney U Test,8469.0,0.00035395352405325435,fdr_bh,0.0011545035177445361,True
Candidatus_Arthromitus_sp_SFB-mouse,-3.252320373275312,Not Normally Distributed,-3.5697487626675315,Normally Distributed,Mann-Whitney U Test,8465.0,0.0003643556519158674,fdr_bh,0.0011545035177445361,True
Leminorella_grimontii,-3.252320373275312,Not Normally Distributed,-3.5697487626675315,Normally Distributed,Mann-Whitney U Test,8473.0,0.0003438296553973391,fdr_bh,0.0011545035177445361,True
Colwellia_marinimaniae,-3.252320373275312,Not Normally Distributed,-3.5697487626675315,Normally Distributed,Mann-Whitney U Test,8473.0,0.0003438296553973391,fdr_bh,0.0011545035177445361,True
Streptobacillus_moniliformis,-3.2188942248307075,Not Normally Distributed,-3.5697487626675315,Not Normally Distributed,Mann-Whitney U Test,8468.0,0.00035652769721587904,fdr_bh,0.0011545035177445361,True
Lactobacillus_crustorum,-3.252320373275312,Not Normally Distributed,-3.5697487626675315,Normally Distributed,Mann-Whitney U Test,8460.0,0.0003777603422031754,fdr_bh,0.0011545035177445361,True
Clostridium_cellulovorans,-3.252320373275312,Not Normally Distributed,-3.5697487626675315,Normally Distributed,Mann-Whitney U Test,8458.0,0.0003832501786881735,fdr_bh,0.0011660408121161431,True
Edwardsiella_sp_EA181011,-3.252320373275312,Not Normally Distributed,-3.5697487626675315,Normally Distributed,Mann-Whitney U Test,8458.0,0.0003832501786881735,fdr_bh,0.0011660408121161431,True
Neofamilia_massiliensis,-3.2188942248307075,Not Normally Distributed,-3.538902065932767,Not Normally Distributed,Mann-Whitney U Test,8456.0,0.00038881450856256854,fdr_bh,0.0011777009613476463,True
Dethiosulfovibrio_peptidovorans,-3.2241424755815675,Not Normally Distributed,-3.538902065932767,Not Normally Distributed,Mann-Whitney U Test,8456.0,0.00038881450856256854,fdr_bh,0.0011777009613476463,True
Clostridium_polysaccharolyticum,-3.218692010395868,Not Normally Distributed,-3.538902065932767,Not Normally Distributed,Mann-Whitney U Test,8455.0,0.000391624898612815,fdr_bh,0.0011835774713631743,True
Fructobacillus_durionis,-3.2375871806589256,Not Normally Distributed,-3.5697487626675315,Not Normally Distributed,Mann-Whitney U Test,8454.0,0.0003944542614187143,fdr_bh,0.0011868535299324147,True
Pantoea_sp_PSNIH2,-3.252320373275312,Normally Distributed,-3.5697487626675315,Not Normally Distributed,Mann-Whitney U Test,8454.0,0.0003944542614187143,fdr_bh,0.0011868535299324147,True
Streptococcus_caballi,-3.2158430695976,Not Normally Distributed,-3.538902065932767,Not Normally Distributed,Mann-Whitney U Test,8452.0,0.00040017037726191364,fdr_bh,0.0012013945101019925,True
Desulfurella_acetivorans,-3.2241424755815675,Not Normally Distributed,-3.5697487626675315,Not Normally Distributed,Mann-Whitney U Test,8450.0,0.000405963806610598,fdr_bh,0.0012161030330185315,True
Dickeya_zeae,-3.2158430695976,Not Normally Distributed,-3.5097047834403927,Not Normally Distributed,Mann-Whitney U Test,8448.0,0.00041183551059724606,fdr_bh,0.00123098086684012,True
Treponema_phagedenis,-3.2188942248307075,Not Normally Distributed,-3.538902065932767,Not Normally Distributed,Mann-Whitney U Test,8444.0,0.0004238176406953813,fdr_bh,0.001264017524880962,True
Streptococcus_equinus,-3.1993192293079282,Not Normally Distributed,-3.5097047834403927,Not Normally Distributed,Mann-Whitney U Test,8443.0,0.00042686362650692824,fdr_bh,0.0012703162626902021,True
Pantoea_ananatis,-3.218692010395868,Not Normally Distributed,-3.538902065932767,Not Normally Distributed,Mann-Whitney U Test,8441.0,0.0004330170162792071,fdr_bh,0.0012858147208290864,True
Butyrivibrio_fibrisolvens,-3.218140623353655,Not Normally Distributed,-3.5097047834403927,Not Normally Distributed,Mann-Whitney U Test,8439.0,0.0004392531398782173,fdr_bh,0.0012958444039791227,True
Lactobacillus_camelliae,-3.252320373275312,Not Normally Distributed,-3.5697487626675315,Not Normally Distributed,Mann-Whitney U Test,8439.0,0.0004392531398782173,fdr_bh,0.0012958444039791227,True
Cedecea_lapagei,-3.2188942248307075,Not Normally Distributed,-3.538902065932767,Not Normally Distributed,Mann-Whitney U Test,8439.0,0.0004392531398782173,fdr_bh,0.0012958444039791227,True
Butyrivibrio_proteoclasticus,-3.20674670143306,Not Normally Distributed,-3.5097047834403927,Not Normally Distributed,Mann-Whitney U Test,8438.0,0.00044240254559409085,fdr_bh,0.001302310523826761,True
Selenomonas_ruminantium,-3.2158430695976,Not Normally Distributed,-3.5097047834403927,Not Normally Distributed,Mann-Whitney U Test,8437.0,0.0004455730186513264,fdr_bh,0.001308810594742557,True
Myroides_odoratimimus,-3.2188942248307075,Not Normally Distributed,-3.5614815285244834,Not Normally Distributed,Mann-Whitney U Test,8434.0,0.00045521213976612785,fdr_bh,0.0013342424786248574,True
Obesumbacterium_proteus,-3.218140623353655,Not Normally Distributed,-3.538902065932767,Not Normally Distributed,Mann-Whitney U Test,8433.0,0.00045846818365806387,fdr_bh,0.001340896193064445,True
Kosakonia_cowanii,-3.2188942248307075,Not Normally Distributed,-3.538902065932767,Not Normally Distributed,Mann-Whitney U Test,8432.0,0.0004617459492120859,fdr_bh,0.0013410091837438882,True
Thermus_antranikianii,-3.2188942248307075,Not Normally Distributed,-3.538902065932767,Not Normally Distributed,Mann-Whitney U Test,8431.0,0.0004650455694557942,fdr_bh,0.0013410091837438882,True
